省份,运营商,130 号段,131 号段,132 号段,145 号段,155 号段,156 号段,166 号段,167 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
青海,联通,,1319579,,,1559719,,1669759,,,,1769749,,,
青海,联通,,,,,1559720,,,,,,1769750,,,
青海,联通,,,,,1559721,,,,,,1769751,,,
青海,联通,,,,,1559722,,,,,,1769752,,,
青海,联通,,,,,1559723,,,,,,1769753,,,
青海,联通,,,,,1559724,,,,,,1769754,,,
青海,联通,,,,,1559725,,,,,,1769755,,,
青海,联通,,,,,1559726,,,,,,1769756,,,
青海,联通,,,,,1559727,,,,,,1769757,,,
青海,联通,,,,,1559728,,,,,,1769758,,,
青海,联通,,,,,1559729,,,,,,1769759,,,
青海,联通,,,,,1559730,,,,,,1769760,,,
青海,联通,,,,,1559731,,,,,,1769761,,,
青海,联通,,,,,1559732,,,,,,1769762,,,
青海,联通,,,,,1559733,,,,,,1769763,,,
青海,联通,,,,,1559734,,,,,,1769764,,,
青海,联通,,,,,1559735,,,,,,1769765,,,
青海,联通,,,,,1559736,,,,,,1769766,,,
青海,联通,,,,,1559737,,,,,,1769767,,,
青海,联通,,,,,1559738,,,,,,1769768,,,
青海,联通,,,,,1559739,,,,,,1769769,,,
青海,联通,,,,,1559740,,,,,,1769770,,,
青海,联通,,,,,1559741,,,,,,1769771,,,
青海,联通,,,,,1559742,,,,,,1769772,,,
青海,联通,,,,,1559743,,,,,,1769773,,,
青海,联通,,,,,1559744,,,,,,1769774,,,
青海,联通,,,,,1559745,,,,,,1769775,,,
青海,联通,,,,,1559746,,,,,,1769776,,,
青海,联通,,,,,1559747,,,,,,1769777,,,
青海,联通,,,,,1559748,,,,,,1769778,,,
青海,联通,,,,,1559749,,,,,,1769779,,,
青海,联通,,,,,1559750,,,,,,1769780,,,
青海,联通,,,,,1559751,,,,,,1769781,,,
青海,联通,,,,,1559752,,,,,,1769782,,,
青海,联通,,,,,1559753,,,,,,1769783,,,
青海,联通,,,,,1559754,,,,,,1769784,,,
青海,联通,,,,,1559755,,,,,,1769785,,,
青海,联通,,,,,1559756,,,,,,1769786,,,
青海,联通,,,,,1559757,,,,,,1769787,,,
青海,联通,,,,,1559758,,,,,,1769788,,,
青海,联通,,,,,1559759,,,,,,1769789,,,
青海,联通,,,,,1559760,,,,,,1769790,,,
青海,联通,,,,,1559761,,,,,,1769791,,,
青海,联通,,,,,1559762,,,,,,1769792,,,
青海,联通,,,,,1559763,,,,,,1769793,,,
青海,联通,,,,,1559764,,,,,,1769794,,,
青海,联通,,,,,1559765,,,,,,1769795,,,
青海,联通,,,,,1559766,,,,,,1769796,,,
青海,联通,,,,,1559767,,,,,,1769797,,,
青海,联通,,,,,1559768,,,,,,1769798,,,
青海,联通,,,,,1559769,,,,,,1769799,,,
