省份,运营商,135 号段,136 号段,137 号段,138 号段,139 号段,147 号段,148 号段,150 号段,151 号段,152 号段,157 号段,158 号段,159 号段,165 号段,170 号段,172 号段,178 号段,182 号段,183 号段,184 号段,187 号段,188 号段,195 号段,197 号段,198 号段
贵州,移动,,,,,,,,,1518561,,1577281,,,,,1728665,1788641,1823081,1838571,1848574,1878581,1889241,,,
贵州,移动,,,,,,,,,1518562,,1577282,,,,,1728666,1788642,1823082,1838572,1848575,1878582,1889242,,,
贵州,移动,,,,,,,,,1518563,,1577283,,,,,1728667,1788643,1823083,1838573,1848576,1878583,1889243,,,
贵州,移动,,,,,,,,,1518564,,1577284,,,,,1728668,1788644,1823084,1838574,1848577,1878584,1889244,,,
贵州,移动,,,,,,,,,1518565,,1577285,,,,,1728669,1788645,1823085,1838575,1848578,1878585,1889245,,,
贵州,移动,,,,,,,,,1518566,,1577286,,,,,1728670,1788646,1823086,1838576,1848579,1878586,1889246,,,
贵州,移动,,,,,,,,,1518567,,1577287,,,,,1728671,1788647,1823087,1838577,1848580,1878587,1889247,,,
贵州,移动,,,,,,,,,1518568,,1577288,,,,,1728672,1788648,1823088,1838578,1848581,1878588,1889248,,,
贵州,移动,,,,,,,,,1518569,,1577289,,,,,1728673,1788649,1823089,1838579,1848582,1878589,1889249,,,
贵州,移动,,,,,,,,,1518570,,1577290,,,,,1728674,1789850,1823090,1838580,1848583,1878590,1889250,,,
贵州,移动,,,,,,,,,1518571,,1577291,,,,,1728675,1789851,1823091,1838581,1848584,1878591,1889251,,,
贵州,移动,,,,,,,,,1518572,,1577292,,,,,1728676,1789852,1823092,1838582,1848585,1878592,1889252,,,
贵州,移动,,,,,,,,,1518573,,1577293,,,,,1728677,1789853,1823093,1838583,1848586,1878593,1889253,,,
贵州,移动,,,,,,,,,1518574,,1577294,,,,,1728678,1789854,1823094,1838584,1848587,1878594,1889254,,,
贵州,移动,,,,,,,,,1518575,,1577295,,,,,1728679,1789855,1823095,1838585,1848588,1878595,1889255,,,
贵州,移动,,,,,,,,,1518576,,1577296,,,,,1728680,1789856,1823096,1838586,1848589,1878596,1889256,,,
贵州,移动,,,,,,,,,1518577,,1577297,,,,,1728681,1789857,1823097,1838587,1848590,1878597,1889257,,,
贵州,移动,,,,,,,,,1518578,,1577298,,,,,1728682,1789858,1823098,1838588,1848591,1878598,1889258,,,
贵州,移动,,,,,,,,,1518579,,1577299,,,,,1728683,1789859,1823099,1838589,1848592,1878599,1889259,,,
贵州,移动,,,,,,,,,1518580,,1578068,,,,,1728684,,1827500,1838590,1848593,1878600,,,,
贵州,移动,,,,,,,,,1518581,,1578089,,,,,1728685,,1827501,1838591,1848594,1878601,,,,
贵州,移动,,,,,,,,,1518582,,1578187,,,,,1728686,,1827502,1838592,1848595,1878602,,,,
贵州,移动,,,,,,,,,1518583,,1578198,,,,,1728687,,1827503,1838593,1848596,1878603,,,,
贵州,移动,,,,,,,,,1518584,,1578458,,,,,1728688,,1827504,1838594,1848597,1878604,,,,
贵州,移动,,,,,,,,,1518585,,1578682,,,,,1728689,,1827505,1838595,1848598,1878605,,,,
贵州,移动,,,,,,,,,1518586,,1578758,,,,,1728690,,1827506,1838596,1848599,1878606,,,,
贵州,移动,,,,,,,,,1518587,,1578846,,,,,1728691,,1827507,1838597,1848600,1878607,,,,
贵州,移动,,,,,,,,,1518588,,1579014,,,,,1728692,,1827508,1838598,1848601,1878608,,,,
贵州,移动,,,,,,,,,1518589,,1579034,,,,,1728693,,1827509,1838599,1848602,1878609,,,,
贵州,移动,,,,,,,,,1518590,,1579236,,,,,1728694,,1827510,1838600,1848603,1878610,,,,
