省份,运营商,130 号段,131 号段,132 号段,145 号段,146 号段,155 号段,156 号段,166 号段,167 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
江苏,联通,1302349,1315133,1322281,1453614,1460200,,,1666510,1673320,1713770,1755200,1762630,1855100,1865150,
江苏,联通,1302350,1315134,1322282,1453615,1460201,,,1666511,1673321,1713771,1755201,1762631,1855101,1865151,
江苏,联通,1302351,1315135,1322283,1453616,1460202,,,1666512,1673322,1713772,1755202,1762632,1855102,1865152,
江苏,联通,1302352,1315136,1322284,1453617,1460203,,,1666513,1673323,1713773,1755203,1762633,1855103,1865153,
江苏,联通,1302353,1315137,1322285,1453618,1460204,,,1666514,1673324,1713774,1755204,1762634,1855104,1865154,
江苏,联通,1302354,1315138,1322286,1453619,1460205,,,1666515,1673325,1713775,1755205,1762635,1855105,1865155,
江苏,联通,1302355,1315139,1322287,1453620,1460206,,,1666516,1673326,1713776,1755206,1762636,1855106,1865156,
江苏,联通,1302356,1315140,1322288,1453621,1460207,,,1666517,1673327,1713777,1755207,1762637,1855107,1865157,
江苏,联通,1302357,1315141,1322289,1453622,1460208,,,1666518,1673328,1713778,1755208,1762638,1855108,1865158,
江苏,联通,1302358,1315142,1322290,1453623,1460209,,,1666519,1673329,1713779,1755209,1762639,1855109,1865159,
江苏,联通,1302359,1315143,1322291,1453624,1460210,,,1666520,1673510,1714025,1755210,1762640,1855110,1865160,
江苏,联通,1302430,1315144,1322292,1453625,1460211,,,1666521,1673511,1714510,1755211,1762641,1855111,1865161,
江苏,联通,1302431,1315145,1322293,1453626,1460212,,,1666522,1673512,1714511,1755212,1762642,1855112,1865162,
江苏,联通,1302432,1315146,1322294,1453627,1460213,,,1666523,1673513,1714512,1755213,1762643,1855113,1865163,
江苏,联通,1302433,1315147,1322295,1453628,1460214,,,1666524,1673514,1714513,1755214,1762644,1855114,1865164,
江苏,联通,1302434,1315148,1322296,1453629,1460215,,,1666525,1673515,1714514,1755215,1762645,1855115,1865165,
江苏,联通,1302435,1315149,1322297,1453630,1460216,,,1666526,1673516,1714515,1755216,1762646,1855116,1865166,
江苏,联通,1302436,1315150,1322298,1453631,1460217,,,1666527,1673517,1714516,1755217,1762647,1855117,1865167,
