省份,运营商,130 号段,131 号段,132 号段,145 号段,155 号段,156 号段,166 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
新疆,联通,1309505,1317990,1327981,1459681,1559971,,1668980,,1759141,1769092,1859982,1869941,
新疆,联通,1309506,1317991,1327982,1459682,1559972,,1668981,,1759142,1769093,1859983,1869942,
新疆,联通,1309507,1317992,1327983,1459683,1559973,,1668982,,1759143,1769094,1859984,1869943,
新疆,联通,1309508,1317993,1327984,1459684,1559974,,1668983,,1759144,1769095,1859985,1869944,
新疆,联通,1309509,1317994,1327985,1459685,1559975,,1668984,,1759145,1769096,1859986,1869945,
新疆,联通,1309510,1317995,1327986,1459686,1559976,,1668985,,1759146,1769097,1859987,1869946,
新疆,联通,1309511,1317996,1327987,1459687,1559977,,1668986,,1759147,1769098,1859988,1869947,
新疆,联通,1309512,1317997,1327988,1459688,1559978,,1668987,,1759148,1769099,1859989,1869948,
新疆,联通,1309513,1317998,1327989,1459689,1559979,,1668988,,1759149,1769140,,1869949,
新疆,联通,1309514,1317999,1327990,1459690,1559980,,1668989,,1759150,1769141,,1869950,
新疆,联通,1309515,1319970,1327991,1459691,1559981,,1668990,,1759151,1769142,,1869951,
新疆,联通,1309516,1319971,1327992,1459692,1559982,,1668991,,1759152,1769143,,1869952,
新疆,联通,1309517,1319972,1327993,1459693,1559983,,1668992,,1759153,1769144,,1869953,
新疆,联通,1309518,1319973,1327994,1459694,1559984,,1668993,,1759154,1769145,,1869954,
新疆,联通,1309519,1319974,1327995,1459695,1559985,,1668994,,1759155,1769146,,1869955,
新疆,联通,,1319975,1327996,1459696,1559986,,1668995,,1759156,1769147,,1869956,
新疆,联通,,1319976,1327997,1459697,1559987,,1668996,,1759157,1769148,,1869957,
新疆,联通,,1319977,1327998,1459698,1559988,,1668997,,1759158,1769149,,1869958,
新疆,联通,,1319978,1327999,1459699,1559989,,1668998,,1759159,1769150,,1869959,
新疆,联通,,1319979,1328900,1459770,1559990,,1668999,,1759160,1769151,,1869960,
新疆,联通,,1319980,1328901,1459771,1559991,,1669000,,1759161,1769152,,1869961,
新疆,联通,,1319981,1328902,1459772,1559992,,1669001,,1759162,1769153,,1869962,
新疆,联通,,1319982,1328903,1459773,1559993,,1669002,,1759163,1769154,,1869963,
新疆,联通,,1319983,1328904,1459774,1559994,,1669003,,1759164,1769155,,1869964,
新疆,联通,,1319984,1328905,1459775,1559995,,1669004,,1759165,1769156,,1869965,
新疆,联通,,1319985,1328906,1459776,1559996,,1669005,,1759166,1769157,,1869966,
新疆,联通,,1319986,1328907,1459777,1559997,,1669006,,1759167,1769158,,1869967,
新疆,联通,,1319987,1328908,1459778,1559998,,1669007,,1759168,1769159,,1869968,
新疆,联通,,1319988,1328909,1459779,1559999,,1669008,,1759169,1769160,,1869969,
新疆,联通,,1319989,1328990,1459780,,,1669009,,1759170,1769161,,1869970,
新疆,联通,,1319990,1328991,1459781,,,1669870,,1759171,1769162,,1869971,
新疆,联通,,1319991,1328992,1459782,,,1669871,,1759172,1769163,,1869972,
新疆,联通,,1319992,1328993,1459783,,,1669872,,1759173,1769164,,1869973,
新疆,联通,,1319993,1328994,1459784,,,1669873,,1759174,1769165,,1869974,
新疆,联通,,1319994,1328995,1459785,,,1669874,,1759175,1769166,,1869975,
新疆,联通,,1319995,1328996,1459786,,,1669875,,1759176,1769167,,1869976,
新疆,联通,,1319996,1328997,1459787,,,1669876,,1759177,1769168,,1869977,
新疆,联通,,1319997,1328998,1459788,,,1669877,,1759178,1769169,,1869978,
新疆,联通,,1319998,1328999,1459789,,,1669878,,1759179,1769900,,1869979,
新疆,联通,,1319999,,1459790,,,1669879,,1759490,1769901,,1869980,
新疆,联通,,,,1459791,,,1669880,,1759491,1769902,,1869981,
新疆,联通,,,,1459792,,,1669881,,1759492,1769903,,1869982,
新疆,联通,,,,1459793,,,1669882,,1759493,1769904,,1869983,
新疆,联通,,,,1459794,,,1669883,,1759494,1769905,,1869984,
新疆,联通,,,,1459795,,,1669884,,1759495,1769906,,1869985,
新疆,联通,,,,1459796,,,1669885,,1759496,1769907,,1869986,
新疆,联通,,,,1459797,,,1669886,,1759497,1769908,,1869987,
新疆,联通,,,,1459798,,,1669887,,1759498,1769909,,1869988,
新疆,联通,,,,1459799,,,1669888,,1759499,1769910,,1869989,
新疆,联通,,,,1459926,,,1669889,,1759900,1769911,,1869990,
新疆,联通,,,,1459966,,,1669890,,1759901,1769912,,1869991,
新疆,联通,,,,,,,1669891,,1759902,1769913,,1869992,
新疆,联通,,,,,,,1669892,,1759903,1769914,,1869993,
新疆,联通,,,,,,,1669893,,1759904,1769915,,1869994,
新疆,联通,,,,,,,1669894,,1759905,1769916,,1869995,
新疆,联通,,,,,,,1669895,,1759906,1769917,,1869996,
新疆,联通,,,,,,,1669896,,1759907,1769918,,1869997,
新疆,联通,,,,,,,1669897,,1759908,1769919,,1869998,
