省份,运营商,134 号段,135 号段,136 号段,137 号段,138 号段,139 号段,147 号段,150 号段,151 号段,152 号段,157 号段,158 号段,165 号段,170 号段,172 号段,178 号段,182 号段,183 号段,184 号段,187 号段,188 号段,195 号段,197 号段,198 号段
甘肃,移动,,,,,1389309,1399339,1479378,,1519321,1529381,,,,,,,1829351,1839431,1841971,1879381,1889441,,,1989407
甘肃,移动,,,,,1389310,1399340,1479379,,1519322,1529382,,,,,,,1829352,1839432,1841972,1879382,1889442,,,1989408
甘肃,移动,,,,,1389311,1399341,,,1519323,1529383,,,,,,,1829353,1839433,1841973,1879383,1889443,,,1989409
甘肃,移动,,,,,1389312,1399342,,,1519324,1529384,,,,,,,1829354,1839434,1841974,1879384,1889444,,,1989410
甘肃,移动,,,,,1389313,1399343,,,1519325,1529385,,,,,,,1829355,1839435,1841975,1879385,1889445,,,1989411
甘肃,移动,,,,,1389314,1399344,,,1519326,1529386,,,,,,,1829356,1839436,1841976,1879386,1889446,,,1989412
甘肃,移动,,,,,1389315,1399345,,,1519327,1529387,,,,,,,1829357,1839437,1841977,1879387,1889447,,,1989413
甘肃,移动,,,,,1389316,1399346,,,1519328,1529388,,,,,,,1829358,1839438,1841978,1879388,1889448,,,1989414
甘肃,移动,,,,,1389317,1399347,,,1519329,1529389,,,,,,,1829359,1839439,1841979,1879389,1889449,,,1989415
甘肃,移动,,,,,1389318,1399348,,,1519330,1529390,,,,,,,1829360,1839440,1841980,1879390,1889450,,,1989416
甘肃,移动,,,,,1389319,1399349,,,1519331,1529391,,,,,,,1829361,1839441,1841981,1879391,1889451,,,1989417
甘肃,移动,,,,,1389320,1399350,,,1519332,1529392,,,,,,,1829362,1839442,1841982,1879392,1889452,,,1989418
甘肃,移动,,,,,1389321,1399351,,,1519333,1529393,,,,,,,1829363,1839443,1841983,1879393,1889453,,,1989419
甘肃,移动,,,,,1389322,1399352,,,1519334,1529394,,,,,,,1829364,1839444,1841984,1879394,1889454,,,1989600
甘肃,移动,,,,,1389323,1399353,,,1519335,1529395,,,,,,,1829365,1839445,1841985,1879395,1889455,,,1989601
甘肃,移动,,,,,1389324,1399354,,,1519336,1529396,,,,,,,1829366,1839446,1841986,1879396,1889456,,,1989602
甘肃,移动,,,,,1389325,1399355,,,1519337,1529397,,,,,,,1829367,1839447,1841987,1879397,1889457,,,1989603
甘肃,移动,,,,,1389326,1399356,,,1519338,1529398,,,,,,,1829368,1839448,1841988,1879398,1889458,,,1989604
甘肃,移动,,,,,1389327,1399357,,,1519339,1529399,,,,,,,1829369,1839449,1841989,1879399,1889459,,,1989605
甘肃,移动,,,,,1389328,1399358,,,1519340,1529400,,,,,,,1829370,1839450,1841990,1879400,,,,1989606
甘肃,移动,,,,,1389329,1399359,,,1519341,1529401,,,,,,,1829371,1839451,1841991,1879401,,,,1989607
甘肃,移动,,,,,1389330,1399360,,,1519342,1529402,,,,,,,1829372,1839452,1841992,1879402,,,,1989608
甘肃,移动,,,,,1389331,1399361,,,1519343,1529403,,,,,,,1829373,1839453,1841993,1879403,,,,1989609
甘肃,移动,,,,,1389332,1399362,,,1519344,1529404,,,,,,,1829374,1839454,1841994,1879404,,,,1989610
甘肃,移动,,,,,1389333,1399363,,,1519345,1529405,,,,,,,1829375,1839455,1841995,1879405,,,,1989611
甘肃,移动,,,,,1389334,1399364,,,1519346,1529406,,,,,,,1829376,1839456,1841996,1879406,,,,1989612
甘肃,移动,,,,,1389335,1399365,,,1519347,1529407,,,,,,,1829377,1839457,1841997,1879407,,,,1989613
甘肃,移动,,,,,1389336,1399366,,,1519348,1529408,,,,,,,1829378,1839458,1841998,1879408,,,,1989614
甘肃,移动,,,,,1389337,1399367,,,1519349,1529409,,,,,,,1829379,1839459,1841999,1879409,,,,1989615
甘肃,移动,,,,,1389338,1399368,,,1519350,1529410,,,,,,,1829380,1839460,1846190,1879410,,,,1989616
甘肃,移动,,,,,1389339,1399369,,,1519351,1529411,,,,,,,1829381,1839461,1846191,1879411,,,,1989617
甘肃,移动,,,,,1389340,1399370,,,1519352,1529412,,,,,,,1829382,1839462,1846192,1879412,,,,1989618
甘肃,移动,,,,,1389341,1399371,,,1519353,1529413,,,,,,,1829383,1839463,1846193,1879413,,,,1989619
甘肃,移动,,,,,1389342,1399372,,,1519354,1529414,,,,,,,1829384,1839464,1846194,1879414,,,,
甘肃,移动,,,,,1389343,1399373,,,1519355,1529415,,,,,,,1829385,1839465,1846195,1879415,,,,
甘肃,移动,,,,,1389344,1399374,,,1519356,1529416,,,,,,,1829386,1839466,1846196,1879416,,,,
甘肃,移动,,,,,1389345,1399375,,,1519357,1529417,,,,,,,1829387,1839467,1846197,1879417,,,,
甘肃,移动,,,,,1389346,1399376,,,1519358,1529418,,,,,,,1829388,1839468,1846198,1879418,,,,
甘肃,移动,,,,,1389347,1399377,,,1519359,1529419,,,,,,,1829389,1839469,1846199,1879419,,,,
甘肃,移动,,,,,1389348,1399378,,,1519360,1529420,,,,,,,1829390,1839470,1849000,1879420,,,,
甘肃,移动,,,,,1389349,1399379,,,1519361,1529421,,,,,,,1829391,1839471,1849001,1879421,,,,
甘肃,移动,,,,,1389350,1399380,,,1519362,1529422,,,,,,,1829392,1839472,1849002,1879422,,,,
甘肃,移动,,,,,1389351,1399381,,,1519363,1529423,,,,,,,1829393,1839473,1849003,1879423,,,,
甘肃,移动,,,,,1389352,1399382,,,1519364,1529424,,,,,,,1829394,1839474,1849004,1879424,,,,
甘肃,移动,,,,,1389353,1399383,,,1519365,1529425,,,,,,,1829395,1839475,1849005,1879425,,,,
甘肃,移动,,,,,1389354,1399384,,,1519366,1529426,,,,,,,1829396,1839476,1849006,1879426,,,,
甘肃,移动,,,,,1389355,1399385,,,1519367,1529427,,,,,,,1829397,1839477,1849007,1879427,,,,
甘肃,移动,,,,,1389356,1399386,,,1519368,1529428,,,,,,,1829398,1839478,1849008,1879428,,,,
甘肃,移动,,,,,1389357,1399387,,,1519369,1529429,,,,,,,1829399,1839479,1849009,1879429,,,,
甘肃,移动,,,,,1389358,1399388,,,1519370,1529430,,,,,,,1829400,1839480,1849010,1879430,,,,
甘肃,移动,,,,,1389359,1399389,,,1519371,1529431,,,,,,,1829401,1839481,1849011,1879431,,,,
甘肃,移动,,,,,1389360,1399390,,,1519372,1529432,,,,,,,1829402,1839482,1849012,1879432,,,,
甘肃,移动,,,,,1389361,1399391,,,1519373,1529433,,,,,,,1829403,1839483,,1879433,,,,
甘肃,移动,,,,,1389362,1399392,,,1519374,1529434,,,,,,,1829404,1839484,,1879434,,,,
甘肃,移动,,,,,1389363,1399393,,,1519375,1529435,,,,,,,1829405,1839485,,1879435,,,,
甘肃,移动,,,,,1389364,1399394,,,1519376,1529436,,,,,,,1829406,1839486,,1879436,,,,
甘肃,移动,,,,,1389365,1399395,,,1519377,1529437,,,,,,,1829407,1839487,,1879437,,,,
甘肃,移动,,,,,1389366,1399396,,,1519378,1529438,,,,,,,1829408,1839488,,1879438,,,,
甘肃,移动,,,,,1389367,1399397,,,1519379,1529439,,,,,,,1829409,1839489,,1879439,,,,
甘肃,移动,,,,,1389368,1399398,,,1519380,1529440,,,,,,,1829410,1839490,,1879440,,,,
甘肃,移动,,,,,1389369,1399399,,,1519381,1529441,,,,,,,1829411,1839491,,1879441,,,,
甘肃,移动,,,,,1389370,,,,1519382,1529442,,,,,,,1829412,1839492,,1879442,,,,
甘肃,移动,,,,,1389371,,,,1519383,1529443,,,,,,,1829413,1839493,,1879443,,,,
甘肃,移动,,,,,1389372,,,,1519384,1529444,,,,,,,1829414,1839494,,1879444,,,,
甘肃,移动,,,,,1389373,,,,1519385,1529445,,,,,,,1829415,1839495,,1879445,,,,
甘肃,移动,,,,,1389374,,,,1519386,1529446,,,,,,,1829416,1839496,,1879446,,,,
甘肃,移动,,,,,1389375,,,,1519387,1529447,,,,,,,1829417,1839497,,1879447,,,,
甘肃,移动,,,,,1389376,,,,1519388,1529448,,,,,,,1829418,1839498,,1879448,,,,
甘肃,移动,,,,,1389377,,,,1519389,1529449,,,,,,,1829419,1839499,,1879449,,,,
甘肃,移动,,,,,1389378,,,,1519390,,,,,,,,1829420,,,1879450,,,,
甘肃,移动,,,,,1389379,,,,1519391,,,,,,,,1829421,,,1879451,,,,
甘肃,移动,,,,,1389380,,,,1519392,,,,,,,,1829422,,,1879452,,,,
甘肃,移动,,,,,1389381,,,,1519393,,,,,,,,1829423,,,1879453,,,,
甘肃,移动,,,,,1389382,,,,1519394,,,,,,,,1829424,,,1879454,,,,
甘肃,移动,,,,,1389383,,,,1519395,,,,,,,,1829425,,,1879455,,,,
甘肃,移动,,,,,1389384,,,,1519396,,,,,,,,1829426,,,1879456,,,,
甘肃,移动,,,,,1389385,,,,1519397,,,,,,,,1829427,,,1879457,,,,
甘肃,移动,,,,,1389386,,,,1519398,,,,,,,,1829428,,,1879458,,,,
甘肃,移动,,,,,1389387,,,,1519399,,,,,,,,1829429,,,1879459,,,,
甘肃,移动,,,,,1389388,,,,,,,,,,,,1829430,,,1879460,,,,
甘肃,移动,,,,,1389389,,,,,,,,,,,,1829431,,,1879461,,,,
甘肃,移动,,,,,1389390,,,,,,,,,,,,1829432,,,1879462,,,,
甘肃,移动,,,,,1389391,,,,,,,,,,,,1829433,,,1879463,,,,
甘肃,移动,,,,,1389392,,,,,,,,,,,,1829434,,,1879464,,,,
甘肃,移动,,,,,1389393,,,,,,,,,,,,1829435,,,1879465,,,,
甘肃,移动,,,,,1389394,,,,,,,,,,,,1829436,,,1879466,,,,
甘肃,移动,,,,,1389395,,,,,,,,,,,,1829437,,,1879467,,,,
甘肃,移动,,,,,1389396,,,,,,,,,,,,1829438,,,1879468,,,,
甘肃,移动,,,,,1389397,,,,,,,,,,,,1829439,,,1879469,,,,
甘肃,移动,,,,,1389398,,,,,,,,,,,,1829440,,,1879470,,,,
甘肃,移动,,,,,1389399,,,,,,,,,,,,1829441,,,1879471,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829442,,,1879472,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829443,,,1879473,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829444,,,1879474,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829445,,,1879475,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829446,,,1879476,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829447,,,1879477,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829448,,,1879478,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829449,,,1879479,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829450,,,1879480,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829451,,,1879481,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829452,,,1879482,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829453,,,1879483,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829454,,,1879484,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829455,,,1879485,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829456,,,1879486,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829457,,,1879487,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829458,,,1879488,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829459,,,1879489,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829460,,,1879490,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829461,,,1879491,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829462,,,1879492,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829463,,,1879493,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829464,,,1879494,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829465,,,1879495,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829466,,,1879496,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829467,,,1879497,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829468,,,1879498,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829469,,,1879499,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829470,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829471,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829472,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829473,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829474,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829475,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829476,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829477,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829478,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829479,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829480,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829481,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829482,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829483,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829484,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829485,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829486,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829487,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829488,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829489,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829490,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829491,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829492,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829493,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829494,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829495,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829496,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829497,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829498,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829499,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829830,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829831,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829832,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829833,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829834,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829835,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829836,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829837,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829838,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829839,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829840,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829841,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829842,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829843,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829844,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829845,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829846,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829847,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829848,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829849,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829850,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829851,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829852,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829853,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829854,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829855,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829856,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829857,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829858,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829859,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829860,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829861,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829862,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829863,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829864,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829865,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829866,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829867,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829868,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829869,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829870,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829871,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829872,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829873,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829874,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829875,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829876,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829877,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829878,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829879,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829880,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829881,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829882,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829883,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829884,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829885,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829886,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829887,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829888,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829889,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829890,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829891,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829892,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829893,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829894,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829895,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829896,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829897,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829898,,,,,,,
甘肃,移动,,,,,,,,,,,,,,,,,1829899,,,,,,,
