省份,运营商,135 号段,136 号段,137 号段,138 号段,139 号段,147 号段,148 号段,150 号段,151 号段,152 号段,157 号段,158 号段,159 号段,165 号段,170 号段,172 号段,178 号段,182 号段,183 号段,184 号段,187 号段,188 号段,195 号段,197 号段,198 号段
天津,移动,,,,,,,,,,,,,,,1705797,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1705806,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707120,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707121,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707122,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707123,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707124,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707125,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707126,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707127,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707128,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707129,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707220,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707221,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707222,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707223,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707224,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707225,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707226,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707227,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707228,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1707229,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708120,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708121,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708122,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708123,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708124,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708125,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708126,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708127,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708128,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708129,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708220,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708221,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708222,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708223,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708224,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708225,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708226,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708227,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708228,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1708229,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709220,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709221,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709222,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709223,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709224,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709225,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709226,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709227,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709228,,,,,,,,,,
天津,移动,,,,,,,,,,,,,,,1709229,,,,,,,,,,
