省份,运营商,134 号段,135 号段,136 号段,137 号段,138 号段,139 号段,147 号段,148 号段,150 号段,151 号段,152 号段,157 号段,158 号段,159 号段,165 号段,170 号段,172 号段,178 号段,183 号段,184 号段,187 号段,188 号段,195 号段,197 号段,198 号段
上海,移动,1344316,1356467,1365177,1376476,1381776,1391771,,1482220,1502177,,,1574118,,,,1705306,1723567,1789437,,1846694,,1882107,1956967,,
上海,移动,1344317,1356468,1365178,1376477,1381777,1391772,,1482221,1502178,,,1574119,,,,1705307,1723568,1789438,,1846695,,1882108,1956968,,
上海,移动,1344318,1356469,1365179,1376478,1381778,1391773,,1482222,1502179,,,1574120,,,,1705337,1723569,1789439,,1846696,,1882109,1956969,,
上海,移动,1344326,1356470,1365180,1376479,1381779,1391774,,1482223,1502180,,,1574121,,,,1705360,1723570,1789440,,1846697,,1882110,1956970,,
上海,移动,1344327,1356471,1365181,1376480,1381780,1391775,,1482224,1502181,,,1574122,,,,1705516,1723571,1789441,,1846698,,1882111,1956971,,
上海,移动,1344328,1356472,1365182,1376481,1381781,1391776,,1482225,1502182,,,1574123,,,,1705521,1723572,1789442,,1846699,,1882112,1956972,,
上海,移动,1344330,1356473,1365183,1376482,1381782,1391777,,1482226,1502183,,,1574124,,,,1705550,1723573,1789443,,1849470,,1882113,1956973,,
上海,移动,1344331,1356474,1365184,1376483,1381783,1391778,,1482227,1502184,,,1574125,,,,1705591,1723574,1789444,,1849471,,1882114,1956974,,
上海,移动,1344332,1356475,1365185,1376484,1381784,1391779,,1482228,1502185,,,1574126,,,,1705592,1723575,1789445,,1849472,,1882115,1956975,,
上海,移动,1344333,1356476,1365186,1376485,1381785,1391780,,1482229,1502186,,,1574127,,,,1705601,1723576,1789446,,1849473,,1882116,1956976,,
上海,移动,1344334,1356477,1365187,1376486,1381786,1391781,,1482230,1502187,,,1574128,,,,1705650,1723577,1789447,,1849474,,1882117,1956977,,
上海,移动,1344335,1356478,1365188,1376487,1381787,1391782,,1482231,1502188,,,1574129,,,,1705651,1723578,1789448,,1849475,,1882118,1956978,,
上海,移动,1344337,1356479,1365189,1376488,1381788,1391783,,1482232,1502189,,,1574130,,,,1705652,1723579,1789449,,1849476,,1882119,1956979,,
上海,移动,1344339,1356480,1365190,1376489,1381789,1391784,,1482233,1502190,,,1574131,,,,1705706,1723580,1789450,,1849477,,1882120,1956980,,
上海,移动,1344340,1356481,1365191,1376490,1381790,1391785,,1482234,1502191,,,1574132,,,,1705766,1723581,1789451,,1849478,,1882121,1956981,,
上海,移动,1344341,1356482,1365192,1376491,1381791,1391786,,1482235,1502192,,,1574133,,,,1705767,1723582,1789452,,1849479,,1882122,1956982,,
上海,移动,1344342,1356483,1365193,1376492,1381792,1391787,,1482236,1502193,,,1574134,,,,1705768,1723583,1789453,,1849480,,1882123,1956983,,
上海,移动,1344343,1356484,1365194,1376493,1381793,1391788,,1482237,1502194,,,1574135,,,,1705803,1723584,1789454,,1849481,,1882124,1956984,,
上海,移动,1344344,1356485,1365195,1376494,1381794,1391789,,1482238,1502195,,,1574136,,,,1705804,1723585,1789455,,1849482,,1882125,1956985,,
上海,移动,1344345,1356486,1365196,1376495,1381795,1391790,,1482239,1502196,,,1574137,,,,1705805,1723586,1789456,,1849483,,1882126,1956986,,
上海,移动,1344346,1356487,1365197,1376496,1381796,1391791,,1482240,1502197,,,1574138,,,,1705808,1723587,1789457,,1849484,,1882127,1956987,,
上海,移动,1344348,1356488,1365198,1376497,1381797,1391792,,1482241,1502198,,,1574139,,,,1705826,1723588,1789458,,1849485,,1882128,1956988,,
上海,移动,1344349,1356489,1365199,1376498,1381798,1391793,,1482242,1502199,,,1574140,,,,1705827,1723589,1789459,,1849486,,1882129,1956989,,
上海,移动,1344350,1356490,1366140,1376499,1381799,1391794,,1482243,1502640,,,1574141,,,,1705839,1723590,1789460,,1849487,,1889990,1957880,,
上海,移动,1344351,1356491,1366141,1377420,1381800,1391795,,1482244,1502641,,,1574142,,,,1705840,1723591,1789461,,1849488,,1889991,1957881,,
上海,移动,1344352,1356492,1366142,1377421,1381801,1391796,,1482245,1502642,,,1574143,,,,1705841,1723592,1789462,,1849489,,1889992,1957882,,
上海,移动,1344353,1356493,1366143,1377422,1381802,1391797,,1482246,1502643,,,1574144,,,,1705870,1723593,1789463,,1849490,,1889993,1957883,,
上海,移动,1344354,1356494,1366144,1377423,1381803,1391798,,1482247,1502644,,,1574145,,,,1705871,1723594,1789464,,1849491,,1889994,1957884,,
上海,移动,1344356,1356495,1366145,1377424,1381804,1391799,,1482248,1502645,,,1574146,,,,1705872,1723595,1789465,,1849492,,1889995,1957885,,
上海,移动,1344357,1356496,1366146,1377425,1381805,1391800,,1482249,1502646,,,1574147,,,,1705873,1723596,1789466,,1849493,,1889996,1957886,,
上海,移动,1344358,1356497,1366147,1377426,1381806,1391801,,1482250,1502647,,,1574148,,,,1705874,1723597,1789467,,1849494,,1889997,1957887,,
上海,移动,1344359,1356498,1366148,1377427,1381807,1391802,,1482251,1502648,,,1574149,,,,1707130,1723598,1789468,,1849495,,1889998,1957888,,
上海,移动,1344360,1356499,1366149,1377428,1381808,1391803,,1482252,1502649,,,1574150,,,,1707131,1723599,1789469,,1849496,,1889999,1957889,,
上海,移动,1344361,1358550,1366150,1377429,1381809,1391804,,1482253,1502650,,,1574151,,,,1707132,1723600,1789470,,1849497,,,1958000,,
上海,移动,1344362,1358551,1366151,1377430,1381810,1391805,,1482254,1502651,,,1574152,,,,1707133,1723601,1789471,,1849498,,,1958001,,
上海,移动,1344363,1358552,1366152,1377431,1381811,1391806,,1482255,1502652,,,1574153,,,,1707134,1723602,1789472,,1849499,,,1958002,,
上海,移动,1344364,1358553,1366153,1377432,1381812,1391807,,1482256,1502653,,,1574154,,,,1707135,1723603,1789473,,1849500,,,1958003,,
上海,移动,1344365,1358554,1366154,1377433,1381813,1391808,,1482257,1502654,,,1574155,,,,1707136,1723604,1789474,,1849501,,,1958004,,
上海,移动,1344366,1358555,1366155,1377434,1381814,1391809,,1482258,1502655,,,1574156,,,,1707137,1723605,1789475,,1849502,,,1958005,,
上海,移动,1344367,1358556,1366156,1377435,1381815,1391810,,1482259,1502656,,,1574157,,,,1707138,1723606,1789476,,1849503,,,1958006,,
上海,移动,1344368,1358557,1366157,1377436,1381816,1391811,,1482260,1502657,,,1574158,,,,1707139,1723607,1789477,,1849504,,,1958007,,
上海,移动,1344369,1358558,1366158,1377437,1381817,1391812,,1482261,1502658,,,1574159,,,,1707210,1723608,1789478,,1849505,,,1958008,,
上海,移动,1344370,1358559,1366159,1377438,1381818,1391813,,1482262,1502659,,,1574160,,,,1707211,1723609,1789479,,1849506,,,1958009,,
上海,移动,1344371,1358560,1366160,1377439,1381819,1391814,,1482263,1502660,,,1574161,,,,1707212,1723610,1789480,,1849507,,,1959040,,
