省份,运营商,133 号段,149 号段,153 号段,162 号段,173 号段,177 号段,180 号段,181 号段,189 号段,190 号段,191 号段,193 号段,199 号段
上海,电信,,1491165,,,,,,,1896495,,,,
上海,电信,,1491166,,,,,,,1896496,,,,
上海,电信,,1491167,,,,,,,1896497,,,,
上海,电信,,1491168,,,,,,,1896498,,,,
上海,电信,,1491169,,,,,,,1896499,,,,
上海,电信,,1491170,,,,,,,,,,,
上海,电信,,1491171,,,,,,,,,,,
上海,电信,,1491172,,,,,,,,,,,
上海,电信,,1491173,,,,,,,,,,,
上海,电信,,1491174,,,,,,,,,,,
上海,电信,,1491175,,,,,,,,,,,
上海,电信,,1491176,,,,,,,,,,,
上海,电信,,1491177,,,,,,,,,,,
上海,电信,,1491178,,,,,,,,,,,
上海,电信,,1491179,,,,,,,,,,,
上海,电信,,1491180,,,,,,,,,,,
上海,电信,,1491181,,,,,,,,,,,
上海,电信,,1491182,,,,,,,,,,,
上海,电信,,1491183,,,,,,,,,,,
上海,电信,,1491184,,,,,,,,,,,
上海,电信,,1491185,,,,,,,,,,,
上海,电信,,1491186,,,,,,,,,,,
上海,电信,,1491187,,,,,,,,,,,
上海,电信,,1491188,,,,,,,,,,,
上海,电信,,1491189,,,,,,,,,,,
上海,电信,,1491190,,,,,,,,,,,
上海,电信,,1491191,,,,,,,,,,,
上海,电信,,1491192,,,,,,,,,,,
上海,电信,,1491193,,,,,,,,,,,
上海,电信,,1491194,,,,,,,,,,,
上海,电信,,1491195,,,,,,,,,,,
上海,电信,,1491196,,,,,,,,,,,
上海,电信,,1491197,,,,,,,,,,,
上海,电信,,1491198,,,,,,,,,,,
上海,电信,,1491199,,,,,,,,,,,
