省份,运营商,130 号段,131 号段,132 号段,145 号段,146 号段,155 号段,156 号段,166 号段,167 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
广东,联通,1300544,1311209,1320281,1452981,1460631,1552151,1560301,1661671,1671949,1713661,1751191,1762019,1852011,1861721,1966631
广东,联通,1300545,1311210,1320282,1452982,1460632,1552152,1560302,1661672,1672750,1713662,1751192,1762020,1852012,1861722,1966632
广东,联通,1300546,1311211,1320283,1452983,1460633,1552153,1560303,1661673,1672751,1713663,1751193,1762021,1852013,1861723,1966633
广东,联通,1300547,1311212,1320284,1452984,1460634,1552154,1560304,1661674,1672752,1713664,1751194,1762022,1852014,1861724,1966634
广东,联通,1300548,1311213,1320285,1452985,1460635,1552155,1560305,1661675,1672753,1713665,1751195,1762023,1852015,1861725,1966635
广东,联通,1300549,1311214,1320286,1452986,1460636,1552156,1560306,1661676,1672754,1713666,1751196,1762024,1852016,1861726,1966636
广东,联通,1300550,1311215,1320287,1452987,1460637,1552157,1560307,1661677,1672755,1713667,1751197,1762025,1852017,1861727,1966637
广东,联通,1300551,1311216,1320288,1452988,1460638,1552158,1560308,1661678,1672756,1713668,1751198,1762026,1852018,1861728,1966638
广东,联通,1300552,1311217,1320289,1452989,1460639,1552159,1560309,1661679,1672757,1713669,1751199,1762027,1852019,1861729,1966639
广东,联通,1300553,1311218,1320290,1453900,1460640,1552160,1562200,1661680,1672758,1713750,1751200,1762028,1852020,1861730,1966680
广东,联通,1300554,1311219,1320291,1453901,1460641,1552161,1562201,1661681,1672759,1713751,1751201,1762029,1852021,1861731,1966681
广东,联通,1300555,1311220,1320292,1453902,1460642,1552162,1562202,1661682,1672760,1713752,1751202,1762030,1852022,1861732,1966682
广东,联通,1300556,1311221,1320293,1453903,1460643,1552163,1562203,1661683,1672761,1713753,1751203,1762031,1852023,1861733,1966683
广东,联通,1300557,1311222,1320294,1453904,1460644,1552164,1562204,1661684,1672762,1713754,1751204,1762032,1852024,1861734,1966684
广东,联通,1300558,1311223,1320295,1453905,1460645,1552165,1562205,1661685,1672763,1713755,1751205,1762033,1852025,1861735,1966685
广东,联通,1300559,1311224,1320296,1453906,1460646,1552166,1562206,1661686,1672764,1713756,1751206,1762034,1852026,1861736,1966686
广东,联通,1300560,1311225,1320297,1453907,1460647,1552167,1562207,1661687,1672765,1713757,1751207,1762035,1852027,1861737,1966687
广东,联通,1300561,1311226,1320298,1453908,1460648,1552168,1562208,1661688,1672766,1713758,1751208,1762036,1852028,1861738,1966688
广东,联通,1300562,1311227,1320299,1453909,1460649,1552169,1562209,1661689,1672767,1713759,1751209,1762037,1852029,1861739,1966689
广东,联通,1300563,1311228,1321100,1453910,1460650,1552170,1562210,1661800,1672768,1713760,1751280,1762038,1852030,1862000,1966690
广东,联通,1300564,1311229,1321101,1453911,1460651,1552171,1562211,1661801,1672769,1713761,1751281,1762039,1852031,1862001,1966691
广东,联通,1300565,1311230,1321102,1453912,1460652,1552172,1562212,1661802,1673750,1713762,1751282,1762040,1852032,1862002,1966692
广东,联通,1300566,1311231,1321103,1453913,1460653,1552173,1562213,1661803,1673751,1713763,1751283,1762041,1852033,1862003,1966693
广东,联通,1300567,1311232,1321104,1453914,1460654,1552174,1562214,1661804,1673752,1713764,1751284,1762042,1852034,1862004,1966694
广东,联通,1300568,1311233,1321105,1453915,1460655,1552175,1562215,1661805,1673753,1713765,1751285,1762043,1852035,1862005,1966695
广东,联通,1300569,1311234,1321106,1453916,1460656,1552176,1562216,1661806,1673754,1713766,1751286,1762044,1852036,1862006,1966696
广东,联通,1300570,1311235,1321110,1453917,1460657,1552177,1562217,1661807,1673755,1713767,1751287,1762045,1852037,1862007,1966697
广东,联通,1300571,1311236,1321111,1453918,1460658,1552178,1562218,1661808,1673756,1713768,1751288,1762046,1852038,1862008,1966698
广东,联通,1300572,1311237,1321112,1453919,1460659,1552179,1562219,1661809,1673757,1713769,1751289,1762047,1852039,1862009,1966699
广东,联通,1300573,1311238,1321113,1453920,1460660,1552180,1562220,1661810,1673758,1713780,1751290,1762048,1852040,1862010,
广东,联通,1300574,1311239,1321114,1453921,1460661,1552181,1562221,1661811,1673759,1713781,1751291,1762049,1852041,1862011,
广东,联通,1300575,1311240,1321115,1453922,1460662,1552182,1562222,1661812,1673760,1713782,1751292,1762050,1852042,1862012,
广东,联通,1300576,1311241,1321116,1453923,1460663,1552183,1562223,1661813,1673761,1713783,1751293,1762051,1852043,1862013,
广东,联通,1300577,1311242,1321117,1453924,1460664,1552184,1562224,1661814,1673762,1713784,1751294,1762052,1852044,1862014,
广东,联通,1300578,1311243,1321118,1453925,1460665,1552185,1562225,1661815,1673763,1713785,1751295,1762053,1852045,1862015,
广东,联通,1300579,1311244,1321119,1453926,1460666,1552186,1562226,1661816,1673764,1713786,1751296,1762054,1852046,1862016,
广东,联通,1300580,1311245,1321120,1453927,1460667,1552187,1562227,1661817,1673765,1713787,1751297,1762055,1852047,1862017,
广东,联通,1300581,1311246,1321121,1453928,1460668,1552188,1562228,1661818,1673766,1713788,1751298,1762056,1852048,1862018,
广东,联通,1300582,1311247,1321122,1453929,1460669,1552189,1562229,1661819,1673767,1713789,1751299,1762057,1852049,1862019,
广东,联通,1300583,1311248,1321123,1453930,1460670,1552190,1562230,1661820,1673768,1713860,1752000,1762058,1852050,1862020,
广东,联通,1300584,1311249,1321124,1453931,1460671,1552191,1562231,1661821,1673769,1713861,1752001,1762059,1852051,1862021,
广东,联通,1300585,1311250,1321125,1453932,1460672,1552192,1562232,1661822,1674030,1713862,1752002,1762060,1852052,1862022,
广东,联通,1300586,1311251,1321126,1453933,1460673,1552193,1562233,1661823,1674031,1713863,1752003,1762061,1852053,1862023,
广东,联通,1300587,1311252,1321127,1453934,1460674,1552194,1562234,1661824,1674032,1713864,1752004,1762062,1852054,1862024,
广东,联通,1300588,1311253,1321128,1453935,1460675,1552195,1562235,1661825,1674033,1713865,1752005,1762063,1852055,1862025,
广东,联通,1300589,1311254,1321129,1453936,1460676,1552196,1562236,1661826,1674034,1713866,1752006,1762064,1852056,1862026,
广东,联通,1300660,1311255,1321510,1453937,1460677,1552197,1562237,1661827,1674035,1713867,1752007,1762065,1852057,1862027,
广东,联通,1300661,1311256,1321511,1453938,1460678,1552198,1562238,1661828,1674036,1713868,1752008,1762066,1852058,1862028,
广东,联通,1300662,1311257,1321512,1453939,1460679,1552199,1562239,1661829,1674037,1713869,1752009,1762067,1852059,1862029,
广东,联通,1300663,1311258,1321513,1453940,1460680,1554670,1562240,1661830,1674038,1713880,1752010,1762068,1852060,1862030,
广东,联通,1300664,1311259,1321514,1453941,1460681,1554671,1562241,1661831,1674039,1713881,1752011,1762069,1852061,1862031,
广东,联通,1300665,1311260,1321515,1453942,1460682,1554672,1562242,1661832,1674604,1713882,1752012,1762070,1852062,1862032,
广东,联通,1300666,1311261,1321516,1453943,1460683,1554673,1562243,1661833,1674605,1713883,1752013,1762071,1852063,1862033,
广东,联通,1300667,1311262,1321517,1453944,1460684,1554674,1562244,1661834,1674606,1713884,1752014,1762072,1852064,1862034,
广东,联通,1300668,1311263,1321518,1453945,1460685,1554675,1562245,1661835,1674607,1713885,1752015,1762073,1852065,1862035,
广东,联通,1300669,1311264,1321519,1453946,1460686,1554676,1562246,1661836,1674660,1713886,1752016,1762074,1852066,1862036,
广东,联通,1300670,1311265,1321520,1453947,1460687,1554677,1562247,1661837,1674870,1713887,1752017,1762075,1852067,1862037,
广东,联通,1300671,1311266,1321521,1453948,1460688,1554678,1562248,1661838,1674871,1713888,1752018,1762076,1852068,1862038,
广东,联通,1300672,1311267,1321522,1453949,1460689,1554679,1562249,1661839,1674872,1713889,1752019,1762077,1852069,1862039,
广东,联通,1300673,1311268,1321523,1453950,1460690,1554680,1562250,1661840,1674873,1713960,1752020,1762078,1852070,1862040,
广东,联通,1300674,1311269,1321524,1453951,1460691,1554681,1562251,1661841,1674874,1713961,1752021,1762079,1852071,1862041,
广东,联通,1300675,1311270,1321525,1453952,1460692,1554682,1562252,1661842,1674875,1713962,1752022,1762080,1852072,1862042,
广东,联通,1300676,1311271,1321526,1453953,1460693,1554683,1562253,1661843,1674876,1713963,1752023,1762081,1852073,1862043,
广东,联通,1300677,1311272,1321527,1453954,1460694,1554684,1562254,1661844,1674877,1713964,1752024,1762082,1852074,1862044,
广东,联通,1300678,1311273,1321528,1453955,1460695,1554685,1562255,1661845,1674878,1713965,1752025,1762083,1852075,1862045,
广东,联通,1300679,1311274,1321529,1453956,1460696,1554686,1562256,1661846,1674879,1713966,1752026,1762084,1852076,1862046,
广东,联通,1300680,1311275,1321530,1453957,1460697,1554687,1562257,1661847,1674880,1713967,1752027,1762085,1852077,1862047,
广东,联通,1300681,1311276,1321531,1453958,1460698,1554688,1562258,1661848,1674881,1713968,1752028,1762086,1852078,1862048,
广东,联通,1300682,1311277,1321532,1453959,1460699,1554689,1562259,1661849,1674882,1713969,1752029,1762087,1852079,1862049,
广东,联通,1300683,1311278,1321533,1453960,1462000,1554690,1562260,1662000,1674883,1713990,1752030,1762088,1852080,1862050,
广东,联通,1300684,1311279,1321534,1453961,1462001,1554691,1562261,1662001,1674884,1713991,1752031,1762089,1852081,1862051,
广东,联通,1300685,1311280,1321535,1453962,1462002,1554692,1562262,1662002,1674885,1713992,1752032,1762090,1852082,1862052,
广东,联通,1300686,1311281,1321536,1453963,1462003,1554693,1562263,1662003,1674886,1713993,1752033,1762091,1852083,1862053,
广东,联通,1300687,1311282,1321537,1453964,1462004,1554694,1562264,1662004,1674887,1713994,1752034,1762092,1852084,1862054,
广东,联通,1300688,1311283,1321538,1453965,1462005,1554695,1562265,1662005,1674888,1713995,1752035,1762093,1852085,1862055,
广东,联通,1300689,1311284,1321539,1453966,1462006,1554696,1562266,1662006,1674889,1713996,1752036,1762094,1852086,1862056,
广东,联通,1300880,1311285,1321542,1453967,1462007,1554697,1562267,1662007,1674890,1713997,1752037,1762095,1852087,1862057,
广东,联通,1300881,1311286,1321546,1453968,1462008,1554698,1562268,1662008,1674891,1713998,1752038,1762096,1852088,1862058,
广东,联通,1300882,1311287,1321750,1453969,1462009,1554699,1562269,1662009,1674892,1713999,1752039,1762097,1852089,1862059,
广东,联通,1300883,1311288,1321751,1453970,1462010,,1562270,1662010,1674893,1714020,1752040,1762098,1852090,1862060,
广东,联通,1300884,1311289,1321752,1453971,1462011,,1562271,1662011,1674908,1714662,1752041,1762099,1852091,1862061,
广东,联通,1300885,1311290,1321753,1453972,1462012,,1562272,1662012,1674910,1714663,1752042,1766470,1852092,1862062,
广东,联通,1300886,1311291,1321754,1453973,1462013,,1562273,1662013,1674934,1714668,1752043,1766471,1852093,1862063,
广东,联通,1300887,1311292,1321755,1453974,1462014,,1562274,1662014,1675020,1714694,1752044,1766472,1852094,1862064,
广东,联通,1300888,1311293,1321756,1453975,1462015,,1562275,1662015,1675384,1714695,1752045,1766473,1852095,1862065,
广东,联通,1300889,1311294,1321757,1453976,1462016,,1562276,1662016,1675385,1714696,1752046,1766474,1852096,1862066,
广东,联通,1301020,1311295,1321758,1453977,1462017,,1562277,1662017,1675386,1714697,1752047,1766475,1852097,1862067,
广东,联通,1301051,1311296,1321759,1453978,1462018,,1562278,1662018,1675387,1714698,1752048,1766476,1852098,1862068,
广东,联通,1301052,1311297,1321760,1453979,1462019,,1562279,1662019,1675388,1714699,1752049,1766477,1852099,1862069,
广东,联通,1301053,1311298,1321761,1453980,1462020,,1562280,1662030,1675389,1714700,1752050,1766478,1852900,1862070,
广东,联通,1301054,1311299,1321762,1453981,1462021,,1562281,1662031,1675732,1714702,1752051,1766479,1852901,1862071,
广东,联通,1301055,1311300,1321763,1453982,1462022,,1562282,1662032,1675828,1714703,1752052,1766480,1852902,1862072,
广东,联通,1301056,1311301,1321764,1453983,1462023,,1562283,1662033,1675877,1714704,1752053,1766481,1852903,1862073,
广东,联通,1301057,1311302,1321765,1453984,1462024,,1562284,1662034,1675879,1714705,1752054,1766482,1852904,1862074,
广东,联通,1301058,1311304,1321766,1453985,1462025,,1562285,1662035,1676020,1714706,1752055,1766483,1852905,1862075,
广东,联通,1301066,1311305,1321767,1453986,1462026,,1562286,1662036,1676271,1714707,1752056,1766484,1852906,1862076,
广东,联通,1301067,1311306,1321768,1453987,1462027,,1562287,1662037,1676272,1714708,1752057,1766485,1852907,1862077,
广东,联通,1301068,1311307,1321769,1453988,1462028,,1562288,1662038,1676273,1714709,1752058,1766486,1852908,1862078,
广东,联通,1301075,1311308,1322600,1453989,1462029,,1562289,1662039,1676274,1714720,1752059,1766487,1852909,1862079,
广东,联通,1301088,1311309,1322601,1453990,1462030,,1562290,1662040,1676275,1714721,1752060,1766488,1852910,1862080,
广东,联通,1301089,1311310,1322602,1453991,1462031,,1562291,1662041,1676276,1714723,1752061,1766489,1852911,1862081,
广东,联通,1301600,1311311,1322603,1453992,1462032,,1562292,1662042,1676277,1714725,1752062,1766490,1852912,1862082,
广东,联通,1301601,1311312,1322604,1453993,1462033,,1562293,1662043,1676278,1714726,1752063,1766491,1852913,1862083,
广东,联通,1301602,1311313,1322605,1453994,1462034,,1562294,1662044,1676279,1714727,1752064,1766492,1852914,1862084,
广东,联通,1301603,1311314,1322606,1453995,1462035,,1562295,1662045,1676280,1714729,1752065,1766493,1852915,1862085,
广东,联通,1301604,1311315,1322607,1453996,1462036,,1562296,1662046,1676281,1714732,1752066,1766494,1852916,1862086,
广东,联通,1301605,1311316,1322608,1453997,1462037,,1562297,1662047,1676282,1714733,1752067,1766495,1852917,1862087,
广东,联通,1301606,1311317,1322609,1453998,1462038,,1562298,1662048,1676283,1714740,1752068,1766496,1852918,1862088,
广东,联通,1301607,1311318,1322610,1453999,1462039,,1562299,1662049,1676284,1714750,1752069,1766497,1852919,1862089,
广东,联通,1301608,1311319,1322611,1454660,1462040,,1562500,1662050,1676285,1714751,1752070,1766498,1852920,1862090,
广东,联通,1301609,1311320,1322612,1454661,1462041,,1562501,1662051,1676286,1714752,1752071,1766499,1852921,1862091,
广东,联通,1301630,1311321,1322613,1454662,1462042,,1562502,1662052,1676287,1714753,1752072,1766500,1852922,1862092,
广东,联通,1301631,1311322,1322614,1454663,1462043,,1562503,1662053,1676288,1714754,1752073,1766501,1852923,1862093,
广东,联通,1301632,1311323,1322615,1454664,1462044,,1562504,1662054,1676289,1714755,1752074,1766502,1852924,1862094,
广东,联通,1301633,1311324,1322616,1454665,1462045,,1562505,1662055,1676290,1714756,1752075,1766503,1852925,1862095,
广东,联通,1301634,1311325,1322617,1454666,1462046,,1562506,1662056,1676291,1714757,1752076,1766504,1852926,1862096,
广东,联通,1301635,1311326,1322618,1454667,1462047,,1562507,1662057,1676292,1714758,1752077,1766505,1852927,1862097,
广东,联通,1301636,1311327,1322619,1454668,1462048,,1562508,1662058,1676293,1714759,1752078,1766506,1852928,1862098,
广东,联通,1301637,1311328,1322620,1454669,1462049,,1562509,1662059,1676294,1714760,1752079,1766507,1852929,1862099,
广东,联通,1301638,1311329,1322621,1454670,1462050,,1562510,1662060,1676295,1714762,1752080,1766508,1852930,1866400,
广东,联通,1301639,1311330,1322622,1454671,1462051,,1562511,1662061,1676296,1714763,1752081,1766509,1852931,1866401,
广东,联通,1301660,1311331,1322623,1454672,1462052,,1562512,1662062,1676297,1714766,1752082,1766510,1852932,1866402,
广东,联通,1301661,1311332,1322624,1454673,1462053,,1562513,1662063,1676298,1714768,1752083,1766511,1852933,1866403,
广东,联通,1301662,1311333,1322625,1454674,1462054,,1562514,1662064,1676299,1714769,1752084,1766512,1852934,1866404,
广东,联通,1301663,1311334,1322626,1454675,1462055,,1562515,1662065,1676300,1715030,1752085,1766513,1852935,1866405,
广东,联通,1301664,1311335,1322627,1454676,1462056,,1562516,1662066,1676301,1715031,1752086,1766514,1852936,1866406,
广东,联通,1301665,1311336,1322628,1454677,1462057,,1562517,1662067,1676302,1715032,1752087,1766515,1852937,1866407,
广东,联通,1301666,1311337,1322629,1454678,1462058,,1562518,1662068,1676303,1715033,1752088,1766516,1852938,1866408,
广东,联通,1301667,1311338,1322630,1454679,1462059,,1562519,1662069,1676304,1715034,1752089,1766517,1852939,1866409,
广东,联通,1301668,1311339,1322631,1454680,1462060,,1562520,1662070,1676305,1715035,1752090,1766518,1852940,1866410,
广东,联通,1301669,1311340,1322632,1454681,1462061,,1562521,1662071,1676306,1715036,1752091,1766519,1852941,1866411,
广东,联通,1301840,1311341,1322633,1454682,1462062,,1562522,1662072,1676307,1715037,1752092,1766520,1852942,1866412,
广东,联通,1301841,1311342,1322634,1454683,1462063,,1562523,1662073,1676308,1715038,1752093,1766521,1852943,1866413,
广东,联通,1301842,1311343,1322636,1454684,1462064,,1562524,1662074,1676309,1715039,1752094,1766522,1852944,1866414,
