省份,运营商,133 号段,153 号段,162 号段,173 号段,174 号段,177 号段,180 号段,181 号段,189 号段,190 号段,191 号段,193 号段,199 号段
浙江,电信,1334616,1533687,,1735717,,1776707,1805827,1815859,1895887,1905707,,,1997537
浙江,电信,1334617,1533688,,1735718,,1776708,1805828,1815860,1895888,1905708,,,1997538
浙江,电信,1334618,1533689,,1735719,,1776709,1805829,1815861,1895889,1905709,,,1997539
浙江,电信,1334619,1533690,,1735720,,1776710,1805830,1815862,1895890,1905710,,,
浙江,电信,1335330,1533691,,1735721,,1776711,1805831,1815863,1895891,1905711,,,
浙江,电信,1335331,1533692,,1735722,,1776712,1805832,1815864,1895892,1905712,,,
浙江,电信,1335332,1533693,,1735723,,1776713,1805833,1815865,1895893,1905713,,,
浙江,电信,1335333,1533694,,1735724,,1776714,1805834,1815866,1895894,1905714,,,
浙江,电信,1335334,1533695,,1735725,,1776715,1805835,1815867,1895895,1905715,,,
浙江,电信,1335335,1533696,,1735726,,1776716,1805836,1815868,1895896,1905716,,,
浙江,电信,1335336,1533697,,1735727,,1776717,1805837,1815869,1895897,1905717,,,
浙江,电信,1335337,1533698,,1735728,,1776718,1805838,1815870,1895898,1905718,,,
浙江,电信,1335338,1533699,,1735729,,1776719,1805839,1815871,1895899,1905719,,,
浙江,电信,1335339,1533760,,1735730,,1776720,1805840,1815872,1896600,1905720,,,
浙江,电信,1335570,1533761,,1735731,,1776721,1805841,1815873,1896601,1905721,,,
浙江,电信,1335571,1533762,,1735732,,1776722,1805842,1815874,1896602,1905722,,,
浙江,电信,1335572,1533763,,1735733,,1776723,1805843,1815875,1896603,1905723,,,
浙江,电信,1335573,1533765,,1735734,,1776724,1805844,1815876,1896604,1905724,,,
浙江,电信,1335574,1533766,,1735735,,1776725,1805845,1815877,1896605,1905725,,,
浙江,电信,1335575,1533767,,1735736,,1776726,1805846,1815878,1896606,1905726,,,
浙江,电信,1335576,1533768,,1735737,,1776727,1805847,1815879,1896607,1905727,,,
浙江,电信,1335577,1533769,,1735738,,1776728,1805848,1816450,1896608,1905728,,,
浙江,电信,1335578,1533770,,1735739,,1776729,1805849,1816451,1896609,1905729,,,
浙江,电信,1335579,1533771,,1735740,,1776730,1805850,1816452,1896610,1905730,,,
浙江,电信,1335580,1534570,,1735741,,1776731,1805851,1816453,1896611,1905731,,,
浙江,电信,1335581,1534571,,1735742,,1776732,1805852,1816454,1896612,1905732,,,
浙江,电信,1335582,1534572,,1735743,,1776733,1805853,1816455,1896613,1905733,,,
浙江,电信,1335583,1534573,,1735744,,1776734,1805854,1816456,1896614,1905734,,,
浙江,电信,1335584,1534574,,1735745,,1776735,1805855,1816457,1896615,1905735,,,
浙江,电信,1335585,1534575,,1735746,,1776736,1805856,1816458,1896616,1905736,,,
浙江,电信,1335586,1534576,,1735747,,1776737,1805857,1816459,1896617,1905737,,,
浙江,电信,1335587,1534577,,1735748,,1776738,1805858,1816700,1896618,1905738,,,
浙江,电信,1335588,1534578,,1735749,,1776739,1805859,1816701,1896619,1905739,,,
浙江,电信,1335589,1534579,,1735750,,1776950,1805860,1816702,1896620,1905740,,,
浙江,电信,1335590,1534580,,1735751,,1776951,1805861,1816703,1896621,1905741,,,
浙江,电信,1335591,1534581,,1735752,,1776952,1805862,1816704,1896622,1905742,,,
浙江,电信,1335592,1534582,,1735753,,1776953,1805863,1816705,1896623,1905743,,,
浙江,电信,1335593,1534583,,1735754,,1776954,1805864,1816706,1896624,1905744,,,
浙江,电信,1335594,1534584,,1735755,,1776955,1805865,1816707,1896625,1905745,,,
浙江,电信,1335595,1534585,,1735756,,1776956,1805866,1816708,1896626,1905746,,,
浙江,电信,1335596,1534586,,1735757,,1776957,1805867,1816709,1896627,1905747,,,
浙江,电信,1335597,1534587,,1735758,,1776958,1805868,1816710,1896628,1905748,,,
浙江,电信,1335598,1534588,,1735759,,1776959,1805869,1816711,1896629,1905749,,,
浙江,电信,1335599,1534589,,1735760,,1776960,1805870,1816712,1896630,1905750,,,
浙江,电信,1335600,1535500,,1735761,,1776961,1805871,1816713,1896631,1905751,,,
浙江,电信,1335601,1535501,,1735762,,1776962,1805872,1816714,1896632,1905752,,,
浙江,电信,1335602,1535502,,1735763,,1776963,1805873,1816715,1896633,1905753,,,
浙江,电信,1335603,1535503,,1735764,,1776964,1805874,1816716,1896634,1905754,,,
浙江,电信,1335604,1535504,,1735765,,1776965,1805875,1816717,1896635,1905755,,,
浙江,电信,1335605,1535505,,1735766,,1776966,1805876,1816718,1896636,1905756,,,
浙江,电信,1335606,1535506,,1735767,,1776967,1805877,1816719,1896637,1905757,,,
浙江,电信,1335607,1535507,,1735768,,1776968,1805878,1816720,1896638,1905758,,,
浙江,电信,1335608,1535508,,1735769,,1776969,1805879,1816721,1896639,1905759,,,
浙江,电信,1335609,1535509,,1735770,,1776970,1805880,1816722,1896640,1905760,,,
浙江,电信,1335610,1535510,,1735771,,1776971,1805881,1816723,1896641,1905761,,,
浙江,电信,1335611,1535511,,1735772,,1776972,1805882,1816724,1896642,1905762,,,
浙江,电信,1335612,1535512,,1735773,,1776973,1805883,1816725,1896643,1905763,,,
浙江,电信,1335613,1535513,,1735774,,1776974,1805884,1816726,1896644,1905764,,,
浙江,电信,1335614,1535514,,1735775,,1776975,1805885,1816727,1896645,1905765,,,
浙江,电信,1335615,1535515,,1735776,,1776976,1805886,1816728,1896646,1905766,,,
浙江,电信,1335616,1535516,,1735777,,1776977,1805887,1816729,1896647,1905767,,,
浙江,电信,1335617,1535517,,1735778,,1776978,1805888,1816730,1896648,1905768,,,
浙江,电信,1335618,1535518,,1735779,,1776979,1805889,1816731,1896649,1905769,,,
浙江,电信,1335619,1535519,,1735780,,1776980,1805890,1816732,1896700,1905780,,,
浙江,电信,1335700,1535520,,1735781,,1776981,1805891,1816733,1896701,1905781,,,
浙江,电信,1335701,1535521,,1735782,,1776982,1805892,1816734,1896702,1905782,,,
浙江,电信,1335702,1535522,,1735783,,1776983,1805893,1816735,1896703,1905783,,,
浙江,电信,1335703,1535523,,1735784,,1776984,1805894,1816736,1896704,1905784,,,
浙江,电信,1335704,1535524,,1735785,,1776985,1805895,1816737,1896705,1905785,,,
浙江,电信,1335705,1535525,,1735786,,1776986,1805896,1816738,1896706,1905786,,,
浙江,电信,1335706,1535526,,1735787,,1776987,1805897,1816739,1896707,1905787,,,
浙江,电信,1335707,1535527,,1735788,,1776988,1805898,,1896708,1905788,,,
浙江,电信,1335708,1535528,,1735789,,1776989,1805899,,1896709,1905789,,,
浙江,电信,1335709,1535529,,1735790,,1776990,1806470,,1896710,1905790,,,
浙江,电信,1335710,1535530,,1735791,,1776991,1806471,,1896711,1905791,,,
浙江,电信,1335711,1535531,,1735792,,1776992,1806472,,1896712,1905792,,,
浙江,电信,1335712,1535532,,1735793,,1776993,1806473,,1896713,1905793,,,
浙江,电信,1335713,1535533,,1735794,,1776994,1806474,,1896714,1905794,,,
浙江,电信,1335714,1535534,,1735795,,1776995,1806475,,1896715,1905795,,,
浙江,电信,1335715,1535535,,1735796,,1776996,1806476,,1896716,1905796,,,
浙江,电信,1335716,1535536,,1735797,,1776997,1806477,,1896717,1905797,,,
浙江,电信,1335717,1535537,,1735798,,1776998,1806478,,1896718,1905798,,,
浙江,电信,1335718,1535538,,1735799,,1776999,1806479,,1896719,1905799,,,
浙江,电信,1335719,1535539,,1736350,,1777270,1806620,,1896720,1905800,,,
浙江,电信,1335750,1535540,,1736351,,1777271,1806621,,1896721,1905801,,,
浙江,电信,1335751,1535541,,1736352,,1777272,1806622,,1896722,1905802,,,
浙江,电信,1335752,1535542,,1736353,,1777273,1806623,,1896723,1905803,,,
