省份,运营商,130 号段,131 号段,132 号段,145 号段,155 号段,156 号段,166 号段,167 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
宁夏,联通,,,1328955,1459705,1559525,,1669765,1675953,1715953,1759545,1769635,,1869555,
宁夏,联通,,,1328956,1459706,1559526,,1669766,1675976,1715954,1759546,1769636,,1869556,
宁夏,联通,,,1328957,1459707,1559527,,1669767,1677951,1715955,1759547,1769637,,1869557,
宁夏,联通,,,1328958,1459708,1559528,,1669768,1677952,1715956,1759548,1769638,,1869558,
宁夏,联通,,,1328959,1459709,1559529,,1669769,1677953,1715957,1759549,1769639,,1869559,
宁夏,联通,,,1329950,,1559530,,,1677954,1715958,1759550,1769640,,,
宁夏,联通,,,1329951,,1559531,,,1677955,1715959,1759551,1769641,,,
宁夏,联通,,,1329952,,1559532,,,1678951,1716950,1759552,1769642,,,
宁夏,联通,,,1329953,,1559533,,,1679951,1716951,1759553,1769643,,,
宁夏,联通,,,1329954,,1559534,,,1679952,1716952,1759554,1769644,,,
宁夏,联通,,,1329955,,1559535,,,1679953,1716953,1759555,1769645,,,
宁夏,联通,,,1329956,,1559536,,,1679954,1716954,1759556,1769646,,,
宁夏,联通,,,1329957,,1559537,,,1679955,1716955,1759557,1769647,,,
宁夏,联通,,,1329958,,1559538,,,,1716956,1759558,1769648,,,
宁夏,联通,,,1329959,,1559539,,,,1716957,1759559,1769649,,,
宁夏,联通,,,,,1559540,,,,1716958,,,,,
宁夏,联通,,,,,1559541,,,,1716959,,,,,
宁夏,联通,,,,,1559542,,,,1717950,,,,,
宁夏,联通,,,,,1559543,,,,1717951,,,,,
宁夏,联通,,,,,1559544,,,,1717952,,,,,
宁夏,联通,,,,,1559545,,,,1717953,,,,,
宁夏,联通,,,,,1559546,,,,1717954,,,,,
宁夏,联通,,,,,1559547,,,,1717955,,,,,
宁夏,联通,,,,,1559548,,,,1717956,,,,,
宁夏,联通,,,,,1559549,,,,1717957,,,,,
宁夏,联通,,,,,1559550,,,,1717958,,,,,
宁夏,联通,,,,,1559551,,,,1717959,,,,,
宁夏,联通,,,,,1559552,,,,1718950,,,,,
宁夏,联通,,,,,1559553,,,,1718951,,,,,
宁夏,联通,,,,,1559554,,,,1718952,,,,,
宁夏,联通,,,,,1559555,,,,1718953,,,,,
宁夏,联通,,,,,1559556,,,,1718954,,,,,
宁夏,联通,,,,,1559557,,,,1718955,,,,,
宁夏,联通,,,,,1559558,,,,1718956,,,,,
宁夏,联通,,,,,1559559,,,,1718957,,,,,
宁夏,联通,,,,,,,,,1718958,,,,,
宁夏,联通,,,,,,,,,1718959,,,,,
宁夏,联通,,,,,,,,,1718960,,,,,
宁夏,联通,,,,,,,,,1718961,,,,,
宁夏,联通,,,,,,,,,1718962,,,,,
宁夏,联通,,,,,,,,,1718963,,,,,
宁夏,联通,,,,,,,,,1718964,,,,,
宁夏,联通,,,,,,,,,1718965,,,,,
宁夏,联通,,,,,,,,,1718966,,,,,
宁夏,联通,,,,,,,,,1718967,,,,,
宁夏,联通,,,,,,,,,1718968,,,,,
宁夏,联通,,,,,,,,,1718969,,,,,
